essay_id,component_type,text,candidate_pramana,candidate_reason,final_pramana,strength_label,reviewed
essay252,MajorClaim,young age is the perfect time for children to learn music and art,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay117,Claim,There are a lot of advances going on technology which are helping the environment a lot,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay065,MajorClaim,budgets should be allocated more on medical care and education rather than on building entertaining facilities,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay348,MajorClaim,"they have other critical obligations to take, in order to make our society function in an ordered way",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay098,MajorClaim,the benefits of children engagement in paid work outweigh its drawbacks,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay018,Claim,universities follow the requirement of job providers and decide subject suitable for particular gender,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay061,Premise,There is no end to the evolution of computers,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay088,Claim,"experience shows while people doing a job constantly, they become more experienced in that subject, so in the final effort they become successful with the high percentile",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay025,Premise,"in some industrial cities, a large proportion of the workers are suffering various breathing problems, such as asthma which can be caused by waste ashes and certain chemical substances",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay228,Claim,TV may take some of your time away from your family and friends,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay032,Premise,"When America mortgage loan system went bad, several economies of European and Asian countries fluctuated, even any countries had to be gotten international supports to block its bankrupt",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay009,Claim,having a considered roommate is significantly imperative to our school life,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay251,Claim,"Even if you are not working in a group, you still need to take others' criticism",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay246,Premise,"To put it differently, is that after this person has quit his job and became unemployed, he can no longer pay his bills nor buy what he needs for his everyday needs",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay032,MajorClaim,"aiding poor countries has positive effects, overweighing its side-effects for the several reasons",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay390,Premise,"We definitely do not want our children to spend money on luxurious custom or lifestyle just to be similar to someone, especially when these people are not symbols of any talent but showing off",Upamana,Matched Upamana cues: similar to,,,
essay237,MajorClaim,in general television and movies influence our behavior in bad ways more than in good ways,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay163,MajorClaim,I prefer to live in a big city,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay303,MajorClaim,it is very important to live life at a slower pace,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay293,Claim,this means help to achieve a good communication,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay051,Claim,"there are good ways for sports activities to compensate their expenses, but it is very hard for libraries to find a good way for have an income",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay105,Premise,more lives will be saved by the use of effective medicines,Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
essay149,MajorClaim,"with the help of our family, we can achieve success quite easily",Anumana,No strong cue; default to Anumana (inferential argumentative span),,,
