essay_id,component_id,component_type,text
essay139,T2,MajorClaim,"more emphasis should be laid on human beings other than animals, and it is better to let nature take its course with regard to species extinction"
essay139,T3,Premise,biodiversity is essential to maintain the balance of ecosystem
essay139,T4,Premise,"If certain species are absent from this system, such kind of balance is likely to be disrupted and other species, including human beings, will come under threat"
essay139,T5,Claim,it is our responsibility to keep as many species on the Earth as possible
essay139,T6,Claim,species extinction is quite natural according to the theory of evolution
essay139,T7,Premise,The environment on the Earth has been transformed many times since the first species came into being
essay139,T8,Premise,A great number of plants and animals died out
essay139,T9,Premise,they were unable to fit into the new environment
essay139,T10,Premise,the process of extinction of some species is irrevocable and we can do nothing about it
essay139,T11,Claim,We should put our own survival and sustainment in order first before considering the conservation of other species
essay139,T12,Premise,"human beings nowadays are still faced with many urgent problems such as starvation, disease and wars"
essay139,T13,Premise,"When these problems are taken into account, extinction of some animals recedes greatly in importance and it is not sensible to devote our limited resources to animals that have been past help"
essay140,T1,MajorClaim,there should not be any room for partiality in terms of gender while allocating seats for students in every university courses
essay140,T2,Claim,judging student's skills and abilities should only be based on their academic qualifications and talents rather than gender in particular
essay140,T3,Premise,both male and female students are equally competitive to each other and deserve to produce impressive results in various field of education
essay140,T4,Premise,"In India, for example, female students are more often likely to grab more number of top scorer positions in every year higher secondary school examinations"
essay140,T5,Claim,"female students are highly interested in learning courses such as mechanical engineering which demands physical activities in their lab workshops, unlike previous generation females"
essay140,T6,Premise,"due to increasing exposure on current affairs and knowledge on cutting-edge technological developments, female graduates are more willing to take huge responsibilities in their workplace, despite its intensive stress and pressure"
